#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
87000,174.00000000010272,-53226.8314457308,13180.025900204784,-40046.80554552602,287.8766466070562,43.69563719037401,1.205851938939927,97.4
87500,175.0000000001075,-53450.63555372552,13587.219647203063,-39863.41590652246,296.77052673239075,43.46467372151761,1.2122596195434716,97.4
88000,176.00000000011227,-53225.87050543653,13551.138633874496,-39674.731871562035,295.9824492883965,43.33106791309251,1.2159974671039118,97.4
88500,177.00000000011704,-53401.16829978769,13665.3795357202,-39735.78876406749,298.4776862460261,43.40786987151761,1.2138459911805375,97.4
89000,178.00000000012182,-53301.42436416227,13397.4021353193,-39904.022228842965,292.6245539397619,43.544278680901336,1.2100434414208885,97.4
89500,179.0000000001266,-53473.27192318403,13501.35388034211,-39971.91804284192,294.89505628874844,43.45755218079444,1.2124582767575671,97.4
90000,180.00000000013137,-53405.80827155381,13432.144575193268,-39973.66369636054,293.38339441257995,43.793374355474306,1.203160743027823,97.4
90500,181.00000000013614,-53116.60046208801,13203.309632716784,-39913.290829371224,288.38520727960736,43.646905096838466,1.2071982815809013,97.4
91000,182.00000000014091,-53513.31871523462,13547.760519377247,-39965.558195857375,295.90866489065047,43.737816851591205,1.2046890453635244,97.4
91500,183.0000000001457,-53207.92588073705,13301.829921267372,-39906.095959469676,290.53707636586324,43.31282275201448,1.2165096957754258,97.4
92000,184.00000000015046,-53166.31172853165,13197.09889244935,-39969.2128360823,288.2495529876755,43.91377434559505,1.199861993518519,97.4
92500,185.00000000015524,-53566.55748246408,13487.425903737285,-40079.131578726796,294.5908429867885,43.104100466119405,1.2224003809253305,97.4
93000,186.00000000016001,-53484.76811981943,13442.248435433346,-40042.51968438609,293.6040817940558,43.18544078850528,1.2200979743907756,97.4
93500,187.0000000001648,-53327.828233301894,13302.684503715323,-40025.14372958657,290.5557420597874,43.799968723737216,1.2029795994048893,97.4
94000,188.00000000016956,-53471.714102948245,13422.27763510371,-40049.436467844534,293.16788181444383,43.82113771529281,1.202398467414506,97.4
94500,189.00000000017434,-53412.48038004809,13338.260911819303,-40074.21946822878,291.3327979730947,43.362528735040684,1.215115224280027,97.4
95000,190.0000000001791,-53328.84777001945,13316.63944679239,-40012.20832322706,290.86054436040774,43.924983700031554,1.199555796970967,97.4
95500,191.0000000001839,-53220.295380841766,13186.759870908507,-40033.53550993326,288.0237292394589,43.590404411841526,1.2087630188380285,97.4
96000,192.00000000018866,-53361.45717018695,13432.414311138364,-39929.04285904858,293.38928595482207,43.50459986391292,1.211147073965731,97.4
96500,193.00000000019344,-53262.73810102089,13390.452172832333,-39872.28592818856,292.47275363906886,43.72083991385348,1.2051568298561544,97.4
97000,194.0000000001982,-53473.90500639843,13589.348797186129,-39884.5562092123,296.8170313873808,43.074102528309695,1.2232516926986046,97.4
97500,195.000000000203,-53390.70976779247,13380.535345714286,-40010.174422078184,292.25615141405495,43.49551568408416,1.21140002596885,97.4
98000,196.00000000020776,-53667.387968823605,13613.679961409782,-40053.70800741382,297.3484699458317,43.60284142010053,1.2084182386549291,97.4
98500,197.00000000021254,-53506.702288592125,13373.170082876182,-40133.53220571594,292.09528016969875,43.56670163713115,1.209420654978409,97.4
99000,198.0000000002173,-53551.08794624202,13451.872633288276,-40099.21531295375,293.8142924435445,43.5614836913673,1.2095655235836216,97.4
99500,199.0000000002221,-53399.456048311935,13335.636895490456,-40063.81915282148,291.2754845029156,43.53220217395391,1.210379126208178,97.4
100000,200.00000000022686,-53341.735491426945,13128.026054267993,-40213.70943715895,286.740871807696,43.62715325740948,1.2077448308016594,97.4
